"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","3.33142708473359"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","3.28543157810603"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","2.76829749232462"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","18.29"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","18.0833209663054"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","17.0173703938594"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","16.2069625888571"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","13.37"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","13.39"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","13.79"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","17.14"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","17.57"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","356","IND","India","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","15.02"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","360","IDN","Indonesia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","7.88"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","360","IDN","Indonesia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","8.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","360","IDN","Indonesia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","8.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","360","IDN","Indonesia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","8.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","360","IDN","Indonesia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","8.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","360","IDN","Indonesia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","7.96490984133591"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","360","IDN","Indonesia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","7.96296508113818"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","360","IDN","Indonesia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","7.95944225920779"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","364","IRN","Iran","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","20.09"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","364","IRN","Iran","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","20.09"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","376","ISR","Israel","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","4.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","376","ISR","Israel","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","3.87"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","376","ISR","Israel","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","3.91"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","376","ISR","Israel","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","3.63"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","376","ISR","Israel","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","3.5"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","376","ISR","Israel","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","3.57"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","376","ISR","Israel","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","3.43061918346626"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","376","ISR","Israel","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","1.26729246543419"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","12.0568978691194"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","12.0568094564799"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","384","CIV","Côte d'Ivoire","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","12.0357439076696"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","388","JAM","Jamaica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","8.5"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","388","JAM","Jamaica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","8.5"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","388","JAM","Jamaica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","8.57"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","388","JAM","Jamaica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","8.60096636018511"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","388","JAM","Jamaica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","8.52185909942365"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","388","JAM","Jamaica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","8.52364131293283"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","3.99"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","4.03"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","3.98"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","4.36"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","4.31"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","4.37"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","4.24"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","3.89240042580729"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","3.72076754428483"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","392","JPN","Japan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","3.68039105347728"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","7.81"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","6.9"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","6.54"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","6.37"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","6.14"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","5.66"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","6.21229311789388"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","5.55614878707038"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","398","KAZ","Kazakhstan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","5.58794560867"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","400","JOR","Jordan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","9.95"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","400","JOR","Jordan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","9.73"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","400","JOR","Jordan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","9.93"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","400","JOR","Jordan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","10.11"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","400","JOR","Jordan","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","10.1"
